label4d,label1d,isco_08,title,task_id,task_text,score_2023,weaviate_status,predicted_score_2025_gpt4o,prediction_justification_gpt4o,weaviate_status_gemini,predicted_score_2025_gemini,prediction_justification_gemini,score_2025,source,mean_score_2023,mean_score_2025,sd_2023,sd_2025,potential25,potential23,source_year,source_dataset
7313 - Jewellery and Precious Metal Workers,7 - Craft and related trades workers,7313,Jewellery and Precious Metal Workers,10,"Grinding, drilling and finishing jewel bearings for use in precision instruments such as compasses and chronometers;",0.2,success,0.13,"The task of grinding, drilling, and finishing jewel bearings for precision instruments is fundamentally manual, requiring high levels of precision, dexterity, and tactile feedback, which are characteristics not well-suited for automation by current generative AI technologies. Similar tasks from the context, such as ""Grinding and polishing edges on mirrors and small mirrors"" (0.135) and ""Preparing, sharpening, and mounting grinding discs"" (0.15), also involve physical manipulation and have been scored low on automation potential due to the intricate manual skills required. These tasks share a similar nature of skill requirement and craftsmanship that AI cannot replicate. While AI can assist in planning and process optimization, the actual hands-on work and precision these tasks demand remain firmly human-centric. Thus, the adjusted score of 0.13 reflects the limited potential for automation by generative AI, acknowledging some supporting capability but emphasizing the irreplaceable human element necessary for such specialized tasks.",success,0.12,"The task of grinding, drilling, and finishing jewel bearings requires a high degree of manual dexterity, precision, and visual acuity—characteristics consistently associated with low automation scores in the provided data.  Semantically similar tasks, such as grinding and polishing mirrors (0.135), preparing grinding discs (0.15), and performing machining with portable grinders (0.15), all received adjusted scores between 0.12 and 0.15. These scores reflect the limitations of current Generative AI in automating tasks requiring fine motor skills, precise control, and real-time sensory feedback. While AI could potentially assist in optimizing processes or providing design suggestions, the core physical execution of the task remains firmly in the human domain.  The high access to technology in Poland does not negate the need for human dexterity and precision in this highly specialized task.  Therefore, an adjusted score of 0.12 reflects the minimal potential for automation by Generative AI, aligning with the scores of similar, highly manual tasks.",0.125,predicted,0.15,0.18,0.08,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7313 - Jewellery and Precious Metal Workers,7 - Craft and related trades workers,7313,Jewellery and Precious Metal Workers,11,"Examining assembled or finished products to ensure conformance to specifications, using magnifying glasses or precision measuring instruments.",0.1,success,0.32,"The task of examining assembled or finished products to ensure conformance to specifications requires a combination of precision inspection, potentially involving both visual and tactile assessment, which are capabilities that Generative AI currently lacks the ability to fully automate. This is similar to tasks like ""Checking the correctness of sewing completion"" (adjusted score 0.265) and ""Detecting and removing defective work and leaks in precision devices and instruments"" (adjusted score 0.285), both of which involve significant human sensory and judgment capability. Furthermore, the task connects closely to ""Checking the quality of tools, molds, preforms, and mechanical devices for plastic forming"" (adjusted score 0.17) and ""Quality control of processes, semi-finished products, and finished goods"" (adjusted score 0.195), where the need for hands-on inspection and nuanced decision-making reduces automation potential. Therefore, while AI can assist by providing data analysis or guiding the inspection process through highlighting discrepancies, the nuanced sensory judgment required for ensuring conformance to specifications limits full automation. Consequently, based on these comparatives and the high dependency on human oversight, an adjusted score of 0.32 reflects the realistic capabilities of Generative AI in this context.",success,0.25,"The task of examining assembled products for conformance to specifications using magnifying glasses or precision measuring instruments shares similarities with several tasks in the provided dataset, particularly those involving quality control and inspection.  Semantically similar tasks, such as ""Evaluating the quality of raw materials, semi-finished products and finished goods for quality assessment"" (average adjusted score of 0.35), ""Checking the correctness of sewing completion"" (average adjusted score of 0.26), and ""Checking the quality of formed products"" (average adjusted score of 0.235), all involve visual inspection and assessment against predefined standards.  These tasks received relatively low adjusted scores, reflecting the limitations of Generative AI in fully automating visual inspection and nuanced judgment. While Generative AI could potentially assist in analyzing images or measurements to identify obvious defects, the core task of visual inspection and the judgment required to determine conformance to specifications remain heavily reliant on human expertise.  The physical handling of products and the use of precision instruments are also beyond the current capabilities of Generative AI.  Although access to computers and the internet in Poland is assumed, this does not negate the need for human sensory perception and judgment in this quality control task. Therefore, an adjusted score of 0.25 reflects the limited but present potential for AI assistance in data analysis and pattern recognition, while acknowledging the continued necessity of human expertise for the core aspects of the task.",0.285,predicted,0.15,0.18,0.08,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,1,Making articles of pottery and porcelain;,0.2,success,0.125,"The task of making articles of pottery and porcelain closely resembles other tasks involving similar manual skills and craftsmanship, such as forming clay on a potter's wheel (0.15) and shaping pieces via slip casting (0.1321). These tasks involve significant manual dexterity, tactile feedback, and precise control to manipulate materials into the desired forms, elements that Generative AI cannot currently replicate. AI can aid in optimizing design or process planning, but the physical aspect of pottery-making remains firmly within human expertise. The adjusted scores for other semantically similar tasks, like preparing fillings or gluing in crafts, also indicate low potential for automation, reflecting the hands-on nature of these tasks. Moreover, the capability of AI in a high-income country like Poland, while advanced, still does not address the sensory and manual dimensions essential for pottery creation. Therefore, the adjusted score of 0.125 accounts for potential AI support in peripheral aspects but acknowledges the fundamental manual requirements of creating pottery and porcelain.",success,0.12,"The task of making articles of pottery and porcelain (ISCO-08 7314) is a predominantly manual and creative process requiring significant dexterity, tactile feedback, and artistic judgment.  This closely aligns with semantically similar tasks such as ""Forming - shaping and modeling clay placed on the potter's wheel disc"" (adjusted score 0.15), ""Forming cups, glasses, sugar bowls and other products using the slip casting method"" (adjusted score 0.132), and ""Polishing stones on polishing discs using polishing agents"" (adjusted score 0.1425).  These tasks all involve physical manipulation of materials and require a level of skill and precision that current generative AI cannot replicate. While Generative AI might assist in design aspects (creating 3D models, generating patterns), the core act of shaping, forming, and finishing pottery and porcelain remains firmly in the human domain.  The low adjusted scores for similar tasks, all falling well below the overall survey mean, strongly suggest a low automation potential for this task.  Although access to computers and the internet in Poland is widespread, this does not negate the fundamentally manual and skill-based nature of pottery and porcelain making.  Therefore, an adjusted score of 0.12 reflects the limited potential for automation, acknowledging potential AI assistance in design but emphasizing the predominantly manual nature of the task.",0.1225,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,2,Making clay or plaster-of-Paris moulds;,0.2,success,0.14,"The task of making clay or plaster-of-Paris moulds involves a high degree of manual craftsmanship, precision, and sensory feedback, much like other semantically similar tasks such as ""Creating and assembling molds for manufacturing wax models"" and ""Preparing individual parts of the mold, assembling, binding or stapling, and testing their tightness,"" which received adjusted scores of 0.15 and 0.14 respectively. Generative AI can assist with design optimization or providing instructional guidance, but it cannot perform the physical execution required for mould making. This task demands hands-on skill akin to the tasks of forming clay on a potter’s wheel and shaping materials, reflecting a low potential for automation. Considering the context of high manual involvement and the limited role AI can play, alongside typical deployment environments such as in high-income countries with common access to technology, an adjusted score of 0.14 reflects the limited automation potential of Generative AI for this task.",success,0.12,"The task of making clay or plaster-of-Paris molds involves significant manual dexterity, precise handling of materials, and tactile feedback.  This closely resembles several tasks in the provided dataset, particularly those within the ""Craft and related trades workers"" occupation and semantic clusters 2, 5, and 6.  These tasks, such as ""Preparing substrate for plastering,"" ""Forming cups using slip casting,"" ""Creating models, molds, and casts of stucco work,"" and ""Preparing individual parts of the mold,"" all received adjusted automation scores ranging from 0.0775 to 0.215.  These low scores reflect the limitations of current Generative AI in automating tasks requiring significant physical manipulation and sensory input. While Generative AI could potentially assist in the design phase (e.g., generating 3D models), the actual creation and manipulation of the molds remain firmly in the human domain.  The high access to technology in Poland does not negate the fundamentally manual nature of this task. Therefore, an adjusted score of 0.12 reflects the limited automation potential, aligning with the scores of similar manual tasks and acknowledging the potential for AI assistance in design but not execution.",0.13,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,3,Reading technical drawings to know customer‚Äôs requirements;,0.6,success,0.32,"Reading technical drawings to understand customer requirements involves interpreting visual and technical information, which Generative AI can assist with to an extent. Similar tasks like ""Reading technical and workshop drawings"" and ""Utilizing technical documentation"" have adjusted scores around 0.30 to 0.35, highlighting moderate potential for automation particularly in the interpretation and parsing of digital data from technical drawings. However, this task also requires specific domain knowledge, human judgment, and the ability to understand complex design intricacies that are currently beyond AI capabilities. While AI can automate suggestions and provide clarifications, the necessity of human expertise for nuanced comprehension and decision-making remains essential. In the context of a highly connected setting like Poland, AI can significantly facilitate components of the task but cannot fully automate it. This justifies a moderate automation potential similar to related tasks that involve digital interpretation with supplemental human oversight.",success,0.35,"The task of reading technical drawings to understand customer requirements involves interpreting visual information and technical specifications.  This is similar to several tasks in the provided context, particularly those involving reading technical documentation and drawings.  Semantically similar tasks, such as ""Reading technical and workshop drawings"" (adjusted score 0.3) and ""Reading construction drawings and familiarizing oneself with welding markings"" (adjusted score 0.35), received scores in the 0.3-0.35 range. These tasks, like the target task, require interpretation of visual information and technical specifications, but do not require physical manipulation or hands-on work.  While Generative AI could potentially assist in identifying specific components or dimensions within a drawing, the overall interpretation and understanding of the drawing's intent still require human expertise.  The high access to computers and the internet in Poland enhances the potential for AI assistance in this task, but does not fully automate it. Therefore, an adjusted score of 0.35 reflects the moderate potential for automation, aligning with the scores of similar tasks and acknowledging the limitations of current Generative AI in fully interpreting complex technical drawings.",0.335,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,4,"Forming articles on potter's wheel by pressing thumbs into centres of revolving clay to form hollows, and press on the inside and outside of emerging clay cylinders with hands and fingers, gradually raising and shaping clay to desired forms and sizes;",0.1,success,0.14,"The task of forming articles on a potter's wheel involves manual dexterity, physical manipulation, and tactile feedback, similar to other craft-based tasks involving clay and ceramics identified in the provided context. Tasks such as forming, shaping, and modeling clay on the potter's wheel or performing slits in clay suspension received low adjusted scores (around 0.15) due to their manual and tactile requirements, which generative AI cannot replicate. Despite potential AI assistance in design or process optimization, the core activity necessitates human skill and craftsmanship, qualities AI lacks. Considering Poland's high access to technology only marginally impacts the score, as the task's nature primarily requires physical execution rather than computational assistance. Overall, the limited potential for automation aligns with the constraints observed in similar tasks, reflecting a significant reliance on human artisanship in physically shaping clay articles.",success,0.12,"The task of forming articles on a potter's wheel involves significant manual dexterity, tactile feedback, and real-time adjustments to shape the clay. This is very similar to the semantically similar tasks provided, such as ""Forming - shaping and modeling clay placed on the potter's wheel disc"" (adjusted score 0.15), ""Forming cups, glasses, sugar bowls and other products using the slip casting method"" (adjusted score 0.132), and others in the provided dataset which all received low adjusted scores (between 0.05 and 0.25) due to their reliance on manual skills and physical interaction with materials.  Generative AI currently lacks the physical capabilities and sensory input necessary for these tasks. While AI could potentially assist with design aspects or provide information on optimal clay consistency, the core act of shaping the clay remains firmly in the human domain.  The access to computers and internet in Poland is irrelevant to the physical nature of this task.  Therefore, an adjusted score of 0.12 reflects the limited automation potential, aligning with the low scores of comparable manual tasks in the provided dataset.",0.13,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,5,Adjusting wheel speeds according to the feel of the clay as pieces enlarge and walls become thinner;,0.1,success,0.15,"The task of adjusting wheel speeds according to the feel of the clay as pieces enlarge and walls become thinner is a highly manual and tactile process that requires significant human dexterity and sensory feedback, aspects that Generative AI cannot currently replicate or automate. This task is semantically similar to ""Forming - shaping and modeling clay placed on the potter's wheel disc,"" which received an adjusted score of 0.15, and aligns with tasks such as ""Performing slits in clay suspension"" (0.0775) and ""Forming cups, glasses, sugar bowls and other products using the slip casting method"" (0.132142857142857), which also involve manual craftsmanship and physical manipulation. Given these similarities, and considering that these tasks involve the physical manipulation of materials based on sensory inputs and manual adjustments, the automation potential is minimal for current Generative AI capabilities. Additionally, performing this task in Poland, a high-income country with prevalent technology, does not significantly enhance the automation capability given the manual and craft-focused nature of the job. Therefore, an adjusted score of 0.15 accurately reflects the limited automation potential of Generative AI for this task.",success,0.15,"The task of adjusting wheel speeds according to the feel of the clay requires tactile feedback and real-time adjustments based on the changing properties of the clay as the piece is formed. This is a predominantly manual and sensory task, similar to many of the craft and related trades tasks listed in the context, such as shaping clay on a potter's wheel (0.15), grinding glass edges (0.085), and operating sheet metal machines (0.125).  These tasks all received low adjusted automation scores due to their reliance on human dexterity, precision, and real-time sensory feedback. While Generative AI could potentially assist in providing information on optimal wheel speeds for different clay types or stages of the process, the core task of adjusting the wheel speed based on the feel of the clay remains firmly in the human domain.  The access to computers and the internet in Poland does not change the fundamentally tactile and sensory nature of this task. Therefore, an adjusted score of 0.15 reflects the limited automation potential, aligning with the scores of similar manual tasks in the provided context.",0.15,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,6,"Operating jigger machines to form ceramic ware, such as bowls, cups, plates and saucers;",0.15,success,0.145,"The task of operating jigger machines to form ceramic ware involves significant manual dexterity, tactile feedback, and precise control, akin to the semantically similar tasks noted in the context, such as forming cups using slip casting (0.132) and shaping clay on a potter’s wheel (0.15). These tasks require hands-on craftsmanship and skill, elements where current Generative AI technologies fall short, as they cannot replicate physical manipulation or provide real-time sensory feedback. Although Generative AI can contribute to design optimization or process planning, the actual physical forming of ceramic ware is a manual process. Considering that manual and intricate physical tasks in similar contexts have low adjusted scores due to their physical nature, an adjusted automation score of 0.145 is appropriate. This score reflects the minimal potential for full automation by Generative AI given the manual skills required, despite the supportive role AI might play in certain process optimizations in a technologically advanced country like Poland.",success,0.15,"The task of operating jigger machines to form ceramic ware involves significant manual dexterity, precision, and real-time adjustments to the material and machine.  This is analogous to many of the semantically similar tasks provided, such as forming clay on a potter's wheel (adjusted score 0.15), operating grinders and saws to process ceramics (adjusted score 0.16), and various other tasks involving manual shaping and manipulation of materials (scores ranging from 0.0775 to 0.25).  These tasks all require physical interaction and sensory feedback beyond the current capabilities of generative AI. While Generative AI could potentially assist in design or process optimization (e.g., suggesting optimal machine settings), it cannot replace the human operator's crucial role in the physical manipulation and real-time control required for forming ceramic ware using a jigger machine.  The access to computers and internet in Poland is irrelevant to the predominantly physical nature of the task. Therefore, an adjusted score of 0.15 reflects the limited automation potential, aligning with the scores of similar manual tasks.",0.1475,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,7,"Adjusting and setting controls of pug mill that mix, extrudes, cuts, and deposits clay charges in or over moulds as specified;",0.1,success,0.28,"The task of adjusting and setting controls of a pug mill to mix, extrude, cut, and deposit clay charges in or over molds involves both monitoring machinery and physically interacting with it, indicating a moderate level of automation potential. Tasks that are semantically similar, such as ""Operating grinders and saws to process ceramics,"" have scores around 0.16, reflecting the manual, tactile nature of the task. Meanwhile, tasks like ""Supervising and adjusting used devices"" scored at 0.285 suggest some potential for AI-assisted monitoring and data-driven decision-making. Generative AI can assist in analyzing data from the machine to optimize mixing parameters and suggest adjustments. However, the need for human dexterity and real-time response to machine behavior limits full automation. Considering these aspects, alongside Poland's strong technological infrastructure which supports AI integration, but acknowledging the persistent need for human intervention, the adjusted score reflects GenAI's useful but limited capability in automating this task.",success,0.2,"The task of adjusting and setting controls on a pug mill involves a combination of physical manipulation of controls and monitoring the process.  While Generative AI could potentially assist in optimizing settings based on historical data or sensor readings (similar to tasks like adjusting feed amounts based on raw material quality, which received scores around 0.3), the core task requires real-time adjustments and sensory feedback (visual and auditory monitoring of the mixing, extrusion, cutting, and deposition processes). This is analogous to many tasks in the provided dataset involving machine operation and adjustment, which received adjusted scores ranging from 0.1 to 0.3.  The physical interaction with the machinery and the need for immediate responses to changes in the process limit the potential for full automation.  Although Poland has high access to technology, the physical and real-time aspects of the task remain crucial, preventing complete automation by Generative AI.  Therefore, an adjusted score of 0.2 reflects the potential for AI assistance in optimizing settings but acknowledges the continued need for a human operator to manage the process.",0.24,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,8,"Smoothening surfaces of finished pieces, using rubber scrapers and wet sponges;",0.1,success,0.08,"The task of smoothening surfaces of finished pieces using rubber scrapers and wet sponges is primarily a manual task that involves significant physical dexterity, tactile feedback, and real-time adjustments based on surface conditions. This task is similar to ""Preparing wall and ceiling surfaces for painting or wallpapering"" and ""Preparing the surface for wall priming and wallpaper adhesive,"" both of which involve manual labor and have very low adjusted scores reflecting the limited capacity for automation by Generative AI. In both cases, tasks require precise physical manipulation that AI cannot currently replicate. Additionally, Generative AI is better suited for tasks involving data processing and language generation rather than physical tasks requiring human tactile interaction. Given the need for hands-on skills and the context provided, the adjusted score of 0.08 accurately reflects the limited potential for Generative AI to automate this task within a high-income country like Poland.",success,0.12,"The task of smoothing surfaces using rubber scrapers and wet sponges is a primarily manual and tactile task requiring dexterity and sensory feedback.  This closely resembles many of the tasks in the provided dataset with low automation scores, particularly those within the ""Craft and related trades workers"" and ""Elementary occupations"" categories.  Tasks such as polishing stones (0.1425), grinding and polishing mirror edges (0.135), evening surfaces with putty (0.0875), and applying impregnating preparations to shoes (0.1) all share the requirement for precise physical manipulation and sensory input to achieve a smooth finish.  These tasks consistently received adjusted scores significantly below the overall survey mean, highlighting the limitations of generative AI in automating such hands-on, physical processes. While access to computers and the internet in Poland might facilitate some indirect assistance (e.g., providing instructions or optimizing workflows), the core task remains fundamentally manual and thus largely unautomatable by current generative AI technology.  Therefore, an adjusted score of 0.12 reflects the limited automation potential, aligning with the low scores observed for semantically similar tasks.",0.1,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,9,Forming abrasive wheels by moulding and pressing an abrasive mixture by hand or by machine;,0.15,success,0.15,"The task of forming abrasive wheels by moulding and pressing an abrasive mixture is a highly manual and physical task that requires precise control, manual dexterity, and tactile feedback. This task aligns with others in the cluster, such as sharpening grinding discs or grinding edges, where human skill in physical manipulation is crucial and beyond the reach of current generative AI capabilities. Tasks specifically requiring physical skills, like forming ceramics, have low adjusted scores due to their reliance on human dexterity and physical interaction. While AI can assist in process optimization or documentation, it cannot replace the physical execution necessary for tasks like pressing or moulding. Thus, the adjusted automation score reflects the minimal potential for generative AI to take over this manual craftsmanship, consistent with similar scores for other manual processing tasks.",success,0.15,"The task of forming abrasive wheels by moulding and pressing an abrasive mixture involves significant manual dexterity, precision, and tactile feedback.  This is analogous to many of the semantically similar tasks provided, such as forming clay on a potter's wheel (0.15), creating molds for wax models (0.15), and shaping heated steel (0.15).  All these tasks require physical manipulation and real-time adjustments beyond the current capabilities of generative AI. While AI could potentially assist in optimizing the mixture composition or suggesting optimal pressing parameters, the core physical act of forming the wheel remains firmly in the human domain.  The adjusted scores for similar tasks consistently fall below 0.2, reflecting the limitations of current generative AI in automating manual, dexterity-intensive tasks.  The access to computers and the internet in Poland is irrelevant to the physical nature of this task. Therefore, an adjusted score of 0.15 accurately reflects the limited automation potential.",0.15,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,10,"Examining finished ware for defects verifying accuracy of shapes and sizes of objects, using callipers and templates;",0.3,success,0.23,"The task of examining finished ware for defects and verifying the accuracy of shapes and sizes using calipers and templates requires a high level of manual dexterity and sensory judgment, tasks that are challenging for generative AI to fully automate. Similar tasks, such as ""Dimensional control of molding shapes and tooling"" (0.1375) and ""Checking the quality of tools, molds, preforms, and mechanical devices for plastic forming"" (0.17), have relatively low automation scores, reflecting the manual nature and requirement for human sensory input. AI can assist in analyzing data, perhaps aiding in the recognition of common defects or providing templates, but the core task of inspecting and judging precise dimensions and surface quality remains reliant on human expertise. Considering the context of high technological access in a country like Poland, AI can offer some support in managing and organizing inspection data, but the physical and precision aspects necessitate human intervention. Hence, a score of 0.23 reflects a moderate potential for AI to assist in certain aspects of the task but not fully automate it.",success,0.15,"The task of examining finished ware for defects, verifying accuracy of shapes and sizes using callipers and templates, is primarily a manual and sensory task.  While Generative AI could potentially assist in analyzing images of defects (if available) or comparing measurements to specifications, the core actions of using callipers and templates require physical dexterity and real-time visual inspection.  This aligns closely with the semantically similar tasks provided, such as ""Performing trial casts"" (0.126), ""Calibration of finished products"" (0.15), and ""Detecting and removing defective work"" (0.285).  These tasks all involve manual inspection and manipulation, resulting in relatively low automation scores.  Although Poland has high access to technology, the physical and sensory aspects of this task limit the potential for Generative AI automation.  The score of 0.15 reflects the potential for minor AI-assisted improvements in data analysis or defect identification, but the majority of the task remains firmly in the human domain.",0.19,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
7314 - Potters and Related Workers,7 - Craft and related trades workers,7314,Potters and Related Workers,11,"Preparing work for sale or exhibition, and maintaining relationships with retail, pottery, art and resource networks that can facilitate sale or exhibition of work.",0.1,success,0.245,"The task of preparing work for sale or exhibition and maintaining relationships with networks involves both the creative organization and presentation of art and the interpersonal skills needed to foster and maintain professional relationships. Generative AI can support logistical aspects like scheduling exhibitions, drafting initial communication templates, and organizing promotional content. It may also assist in data analytics to identify trends or optimize exhibition layouts based on audience engagement. However, the task heavily relies on human elements such as artistic curation, customer interaction, and nuanced relationship management, which are beyond the full capabilities of AI. 

Considering semantically similar tasks, such as ""Establishing cooperation with key clients and maintaining long-term relationships"" (score: 0.255) and ""Organizing promotional events for the salon"" (score: 0.365), this task shares a similar requirement for human-centric interaction and creative inputs. However, given the artistic nature of the preparation work, which might include crafting exhibitions, this task might be slightly less automatable than tasks focused purely on client relations without a creative component. Therefore, the adjusted automation score of 0.245 accounts for AI's role in supporting logistical and data-driven aspects while recognizing the critical need for human creativity and relationship management in this context.",success,0.28,"The task of ""Preparing work for sale or exhibition, and maintaining relationships with retail, pottery, art and resource networks that can facilitate sale or exhibition of work"" involves a blend of creative/artistic tasks and relationship management.  The creative aspects (preparing work) are not easily automatable by Generative AI, similar to tasks like ""Executing on products...the drawing of the planned sculpture"" (adjusted score 0.215) which requires manual skill and artistic judgment.  However, the relationship management component shares similarities with tasks like ""Establishing cooperation with key clients..."" (adjusted score 0.255) and ""Acquiring clients and maintaining contact with them"" (adjusted score 0.225), which involve human interaction and relationship building beyond current AI capabilities. While AI could assist with tasks like generating marketing materials, scheduling meetings, or conducting market research, the core aspects of preparing artwork and building relationships remain human-dependent.  The adjusted score reflects the potential for AI to assist in some aspects of the task, but not to fully automate it, falling within the range of adjusted scores for similar tasks involving a mix of creative and relationship-management elements.  The high internet penetration in Poland is considered, but does not significantly alter the fundamentally human-centric nature of the core task components.",0.2625,predicted,0.19,0.18,0.15,0.07,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
"7315 - Glass Makers, Cutters, Grinders and Finishers",7 - Craft and related trades workers,7315,"Glass Makers, Cutters, Grinders and Finishers",1,"Heating glass to pliable stage using gas flames or ovens, and rotating glass to heat it uniformly;",0.1,success,0.2,"The task of ""Heating glass to pliable stage using gas flames or ovens, and rotating glass to heat it uniformly"" involves significant manual dexterity, spatial awareness, and precise real-time control, similar to semantically related tasks such as ""Operating electric furnaces for hardening and bending glass"" and ""Conducting the cooling process of the furnace and bent glass sheets,"" which have adjusted scores of 0.0977 and 0.1712 respectively. These tasks highlight the complex combination of precision, sensory feedback, and hands-on adjustments that are currently beyond the capabilities of Generative AI. While AI can assist by providing guidelines, suggesting optimal settings based on historical data, or monitoring data patterns in a high-income context, the human element remains crucial for executing the task. Considering the information from similar tasks and the necessity of physical manipulation and real-time adjustments inherent in this task, the adjusted score reflects minimal automation potential.",success,0.15,"The task of heating glass to a pliable stage and rotating it for uniform heating involves significant physical manipulation and real-time adjustments based on visual and tactile feedback.  This is similar to many tasks in the provided dataset with low adjusted automation scores, particularly those involving furnace operation, temperature control, and manual shaping of materials (e.g., ""Operating electric furnaces for hardening and bending glass"" - 0.0977, ""Maintaining the proper temperature in the furnace chamber"" - 0.215, ""Conducting the cooling process of the furnace"" - 0.171).  While Generative AI could potentially assist in monitoring temperature or suggesting optimal heating schedules, the core physical actions of heating and rotating the glass require human dexterity and sensory feedback beyond current AI capabilities.  The high access to technology in Poland is considered, but the fundamentally manual and real-time nature of the task limits the potential for automation.  Therefore, an adjusted score of 0.15 reflects the limited potential for AI assistance in peripheral tasks, while acknowledging the predominantly manual nature of the core process.",0.175,predicted,0.22,0.19,0.15,0.06,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
"7315 - Glass Makers, Cutters, Grinders and Finishers",7 - Craft and related trades workers,7315,"Glass Makers, Cutters, Grinders and Finishers",2,"Blowing and bending glass tubing into specified shapes to form scientific apparatus such as flasks, retorts and pipettes;",0.1,success,0.15,"The task of blowing and bending glass tubing to form scientific apparatus requires significant manual dexterity, precision, and tactile feedback, which are crucial for maintaining the structural integrity and exact specifications required for scientific glassware. Similar tasks, such as grinding glass edges, operating equipment for glass hardening, and forming shapes using a potter's wheel, have all been assigned low adjusted scores due to their manual nature. For instance, ""Grinding glass edges"" and ""Operating electric furnaces for hardening glass"" have adjusted scores ranging from approximately 0.08 to 0.097 due to the high manual input and precision required. These tasks, like the current one, rely on hands-on manipulation of materials that generative AI cannot perform. Although AI could offer support in design aspects or optimize certain parameters, the actual craftsmanship and physical execution must be handled by human expertise. Considering the limited automation potential of similar tasks within the cluster and the current capabilities of generative AI, the task's adjusted automation score is estimated to be 0.15, reflecting AI's potential for minor assistance but not full automation.",success,0.15,"The task of blowing and bending glass tubing requires significant manual dexterity, precision, and real-time control over heat and pressure.  This is analogous to many of the semantically similar tasks provided, such as grinding glass edges (adjusted score 0.0846), shaping heated steel (0.15), forming clay on a potter's wheel (0.15), and various other glass-related tasks with adjusted scores ranging from 0.1 to 0.35. These tasks all share the commonality of requiring precise physical manipulation and sensory feedback beyond the current capabilities of generative AI. While AI could potentially assist with design or process optimization (e.g., suggesting optimal heating temperatures based on glass type and desired shape), the core physical act of blowing and bending the glass tubing remains firmly in the human domain.  The higher scores among the semantically similar tasks likely reflect the potential for AI assistance in design or planning, but the adjusted scores for the predominantly manual tasks are consistently low. Therefore, an adjusted score of 0.15 reflects the limited automation potential, aligning with the lower scores of comparable manual tasks in the provided context. The high internet penetration in Poland is considered, but the inherent physical limitations of current generative AI in this type of work remain a significant factor.",0.15,predicted,0.22,0.19,0.15,0.06,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
